Original Image,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
6.27,26.45,5.38,6.21,22,7,20
13.87,32.26,8.09,10.28,24,10,18
11.1,6.89,11.74,19.78,8,11,13
25,33.66,25.81,3.85,37,33,43
44.65,42.21,25.15,11.59,33,26,33
5.84,14.96,5.82,10.61,3,6,7
13.32,6.86,12.88,23.31,5,20,5
9.83,25.58,5.75,15.61,20,7,29
4.13,2.68,12.17,19.78,1,15,18
52.29,50.53,39.94,9.91,44,35,36
32.93,39.23,23.27,11,40,16,20
9.3,4.41,12.76,20.7,2,18,5
24.13,35.16,16.06,6.77,31,39,13
9.25,7.69,10.46,15.57,13,11,8
12.08,7.31,6.67,12.68,8,6,7
43.3,41.13,20.86,9.29,32,24,23
7.55,15.65,8.65,17.75,17,11,20
23.4,35.57,11.28,5.06,32,19,26
51.67,48.57,20.81,7.83,28,13,19
2.89,5.11,17.72,25.65,1,14,12
4.83,12.46,5.93,10.9,15,6,6
20,15,25,19,30,22,25
37.05,44.26,7.5,5.58,29,20,18
48.18,49.03,30.14,6.93,35,35,7
5.34,7.87,8.71,19.65,5,11,9
4.27,6.33,8.96,12.76,3,8,8
8.26,25.89,8.98,16.13,7,20,8
14.2,16.64,12.04,18.62,20,15,16
8.46,6.31,14.08,27.36,2,13,12
43.74,50.59,34.54,13.39,41,21,36
50,33.1,15.2,3.02,17,32,33
33.41,38.34,19.24,10.39,33,22,20
58.44,34.68,8.34,1.54,19,25,26
6.77,5.65,8.99,19.98,3,11,6
37.27,44.39,27.46,9.88,36,28,33
30.43,40.76,23.09,9.29,39,18,36
7.89,12.87,8.47,15.45,16,10,14
45.96,55.62,29.7,6.52,36,14,45
3.96,4.26,10.55,13.55,6,10,5
2.04,38.79,8.23,9.24,10,12,49
12.54,32.28,2.14,9.02,13,5,3
48.68,47.91,31.63,8.72,40,36,18
7.48,14.86,5.99,9.45,18,7,17
44.13,52.24,28.25,4.99,39,25,38
8.09,11.15,12.17,17.46,15,11,14
41.4,50.49,32.85,9.96,42,13,39
39.28,50.28,24.56,6.68,41,19,18
3.81,3.25,9.21,16.66,5,10,14
46.63,46.05,35.39,5.48,44,13,48
62.46,61.56,32.78,4.09,36,34,32
42.08,44.28,26.94,9.99,44,20,37
56.61,56.89,30.42,31.23,47,41,36
12.42,12.42,25.42,39.8,2,27,28
51.63,53.13,31.47,5.94,32,27,32
5.97,32.67,32.84,4.87,28,26,35
43.9,43.09,12.99,3.45,28,22,25
14.05,9.18,16.89,18.28,6,19,15
10.73,16.17,10.22,10.73,20,11,24
15.55,22.94,16.33,26.29,2,32,10
16.75,8.28,20.53,18.44,18,17,20
42.06,45.62,35.5,11.03,29,27,41
38.43,51.69,23.1,10.34,39,20,40
5.13,29.23,4.96,17.27,22,16,38
5.11,10.9,6.5,12.05,5,12,8
7.69,51.13,28.54,3.59,39,44,27
8.13,19.3,6.36,12.89,23,15,10
7.45,12.54,9.09,11.32,31,11,9
27.77,57.46,27.07,3.55,38,30,32
30.05,54.68,26.26,11.18,43,30,37
6.64,6.31,6.6,14.62,14,8,4
40.31,49.01,31.67,4.28,37,36,24
33.25,40.89,16.5,11.12,37,15,19
7.95,21.52,10.4,17.55,5,12,14
5.98,4.33,5.41,11.64,8,7,4
9.37,15.47,2.76,10.6,3,3,4
56.08,51.06,33.19,4.83,49,35,8
12.92,11.86,17.44,24.52,3,18,16
11.04,7.31,8.6,16.71,3,14,14
32.11,46.13,24.09,12.75,45,24,18
50,49.58,37.19,21.35,40,26,36
46.02,40.61,23.03,4.9,35,26,34
23.89,26.66,11.61,12.41,22,20,17
4.89,3.76,13.07,24.83,2,18,17
7.15,11.93,6.46,12.18,15,8,5
3.22,5.53,9.16,17,10,16,9
24.44,32.62,12.02,11.11,32,15,18
10.64,8.76,12.6,14.73,4,17,22
42.5,47.05,27.06,5.49,40,17,36
7.78,22.59,5.07,6.72,22,7,11
43.87,44.46,21.98,12.86,35,14,28
45.5,52.8,35.11,8.71,43,25,36
9.76,7.47,14.13,19.16,5,12,11
10.46,6.76,10.04,16.47,9,11,6
34.55,48.06,36.27,10.97,39,43,47
9.46,4.4,7.76,16.78,3,18,14
47.73,62.2,33.9,13.14,40,25,50
53.39,57.62,33.85,4.89,31,35,44
4.15,14.28,6.83,15.78,14,9,15
1.83,4.58,4.96,8.23,2,8,6
4.11,10.18,7.91,19.75,9,24,13
8.89,11.94,9.09,11.87,24,11,9
50.8,50.64,33.79,5.32,35,33,41
61.23,63.01,41.01,8.85,55,35,44
58.42,61.68,38.39,9.4,45,14,30
25.74,34.25,21.9,6.4,43,19,39
5.3,4.44,11.84,19.4,2,20,19
21.13,30.93,9.51,12.99,26,17,15
17.31,14.8,17.79,23.68,4,21,18
48.48,53,31.66,15.96,41,10,23
8.14,7.5,23.15,25.32,1,17,31
27.52,34.31,28.29,23.47,33,26,27
4.41,5.46,4.73,10.04,15,8,6
27.29,55.6,39.11,12.91,48,32,12
19.79,17.25,10.77,13.72,28,21,15
45.78,47.06,12.77,3.1,29,23,30
49.78,60.71,25.9,3.8,38,22,38
5.29,3.51,7.7,17.39,9,12,5
34.36,41.94,19.07,13.34,38,21,19
7.05,13.75,9.34,18.34,17,11,18
7.09,10.24,7.44,14.72,7,11,11
13.43,18.37,8.13,11.82,28,9,5
17.73,10.03,9.58,23.25,18,18,10
52.56,55.74,21.23,3.84,29,29,7
59.01,61.31,42.84,13.05,50,41,52
5.55,12.48,10.83,9.01,20,12,30
14.56,41.92,20.86,3.75,35,23,28
35.6,46.91,34.58,16.54,43,25,46
27.67,25.26,25.69,9.47,27,32,12
44.23,45.16,25.99,12.04,35,18,30
47.77,59.75,45.46,14.27,42,33,36
60.9,64.55,43.47,25.68,49,40,30
4.77,8.55,6.91,17.98,9,11,6
4.11,23.12,8.88,11.78,8,10,29
4.36,18.57,9.26,12.34,3,7,8
18.26,12.95,19.04,23.09,3,30,25
53.6,52.49,43.28,21.6,54,52,43
41.75,43.08,31.64,14.22,43,15,38
30.32,19.39,18.15,5.78,22,20,14
20,15,25,19,30,22,25
44.88,50.58,23.71,3.05,33,13,43
6.91,8,8.76,16.96,4,12,6
46.46,48.92,27.53,27.78,46,31,21
6.73,19.48,7.06,9.91,20,7,6
14.84,26.11,18.47,14.61,34,16,17
34.75,35.97,32.9,9.97,38,10,14
39.9,51.2,19.01,8.64,29,15,27
48.8,51.94,37.18,15.74,37,8,36
6.85,8.05,10.04,6.93,21,10,36
25.34,32.79,8.25,6.14,12,10,18
6.94,6.39,9.74,16.49,4,16,11
11.85,32.95,4.46,9.6,11,3,9
10.46,11.86,7.61,11.76,24,9,7
5.64,7.74,10.08,15.91,11,12,4
8.29,14.3,9.28,15.4,6,8,7
7.73,7.81,6.41,10.05,15,7,8
13.64,26.53,11.04,14.47,20,14,23
55.96,10.76,19.41,3.92,28,30,12
54.67,42.28,24.2,8.6,36,11,17
42.52,45.51,30.24,13.85,35,44,41
7.41,10.69,3.58,9.51,12,7,13
7.62,13.96,9.58,18.3,10,17,19
40.84,50.71,18.03,1.5,27,13,27
39.49,56.61,38.2,8.16,47,19,45
33.46,33.3,21.52,7.96,20,32,14
54.99,49.01,36.69,15.96,45,40,37
50.71,51.02,34.1,6.6,45,21,36
13.4,12.5,10.88,16.47,18,16,14
18.05,9.65,23.24,26.15,3,23,22
32.98,50.67,18.79,3.32,32,9,36
47.98,50.63,28.32,5.42,26,10,36
9.67,6.5,8.56,15.31,19,11,6
7.37,21.11,14.07,22.41,5,16,22
5.52,8.89,7.1,11.19,7,7,4
30.68,31.87,6.07,5.78,16,26,24
46.74,34.82,7.43,10.6,16,22,20
45.19,55.25,32.55,4.71,42,22,59
6.65,8.13,7.68,11.8,10,6,6
41.63,50.49,31.99,14.39,35,13,45
43.86,56.58,32.56,4.4,43,16,33
41.48,41.78,27.77,13.96,31,29,39
14.25,26.28,6.51,6.79,24,6,12
5.94,5.42,6.39,11.52,23,6,5
42.26,52.56,29.43,3.1,41,12,35
33.43,46.07,25.01,2.53,35,8,24
40.19,56.96,27.05,8.74,43,28,47
4.82,20.93,7.15,13.44,20,10,19
8.66,14.52,9.46,11.18,32,9,7
5.94,4.39,12.04,18.24,5,17,13
23.38,44.4,15.54,3.64,27,14,31
7.34,7.42,10.49,16.22,5,11,10
40.77,51.03,36.28,13.7,38,37,41
38.91,47.95,24.14,4.08,40,16,27
58.64,56.33,30.55,9.39,42,39,48
2.47,4.47,19.6,27.21,2,7,11
42.27,44.56,26.65,14.65,46,23,32
15.05,23.95,2.07,3.96,26,4,6
10.24,13.1,10.19,10.94,20,8,9
43.74,43.33,27.04,10.24,34,26,22
1.53,3.04,12.01,21.64,1,21,13
45.63,42.42,22.52,11.64,46,17,19
36.05,37.06,28.14,10.13,45,26,47
13.76,26.45,11.65,17.7,4,15,18
12.5,40.16,18.98,3.47,30,35,39
13.55,39.77,6.21,10.33,27,7,10
8.27,9.85,12.85,18.63,16,11,7
61.32,51.68,39.52,21.2,28,9,47
35.32,50.53,22.26,11.22,29,23,32
46.8,47.68,32.39,10.96,45,28,38
44.07,48.56,13.87,9.6,23,15,18
32.93,33.44,33.3,12.02,44,12,37
18.32,35.29,4.68,5.34,21,6,26
6.1,38.9,8.13,8.24,25,9,8
19.17,51.14,29.3,6.75,37,9,29
7.97,16.93,3.88,6.61,25,6,20
4.73,18.66,5.59,6.64,13,7,14
28.14,36.18,25.02,13.72,39,23,21
40.57,47.87,30.82,14.52,47,21,39
5.94,6.55,12.22,19.16,2,12,13
43.29,47.07,28.51,13.43,43,29,31
61.19,29.99,15.24,3.2,29,30,32
46.24,57.97,36.25,9.2,44,25,41
46.39,46.42,13.4,14.7,23,16,22
38,31.18,27.42,13.29,38,30,26
10,6.71,10.06,17.53,4,11,6
3.8,8.41,7.61,17.82,4,9,17
20.72,51.02,13.62,3.66,22,19,27
55.32,60.68,45.96,3.56,50,12,52
23.62,30.65,17.85,9.05,32,14,20
3.54,27.33,3.6,9.47,17,4,22
7.16,21.05,9.31,9.99,15,10,14
46.59,41.06,31.88,19.64,42,33,26
54.51,59,42.6,20.76,38,25,22
17.33,25.12,14.66,14.92,24,14,24
2.89,50.28,11.21,7.11,22,11,20
34.39,35.91,22.24,15.39,38,20,25
7.45,28.59,8.42,15.08,22,10,13
35.14,45.88,25.76,12.01,39,16,38
4.3,15.08,9.6,8.47,23,8,12
52.98,60.53,26.27,4.04,42,9,41
50.28,47.7,25.37,5.84,38,26,14
15.6,5.99,14.75,21.66,2,21,6
34.37,36.54,38.89,21,43,25,51
21.31,24.17,9.17,22.36,31,13,11
47.86,51.91,24.87,11.46,34,36,16
44.19,48.02,23.99,7.1,44,19,32
55.12,54.36,40.38,21.3,48,32,34
11.71,8.47,11.96,20.77,10,14,13
13.17,7.68,18.78,27.41,2,20,14
6.59,6.08,9.04,15.98,13,16,9
68.09,17.26,43.89,26.37,48,5,13
8.81,3.62,7.38,10.3,6,10,23
14.29,29.9,35.43,12.71,42,41,14
40.85,47.02,17.89,17.82,28,14,23
44.33,38.08,14.45,13.18,27,17,21
34.79,42.94,23.12,3.77,35,31,10
50.25,49.49,35.23,6.44,46,33,44
9.03,18.23,8.9,14.11,14,13,7
5.03,12.62,6.21,11.99,10,7,7
3.04,15.84,5.14,11.49,15,7,8
19.85,20.98,6.36,5.22,21,12,8
24.21,18.86,6.94,10.61,13,16,12
51.61,37.15,37.35,19.64,36,37,24
5.91,6.23,10.89,18.67,3,14,5
48.92,54.47,20.5,10.72,20,19,32
38.33,41.64,25.95,12.04,40,19,34
45.45,51.56,21.53,11.79,38,27,31
45.04,48.3,27.78,18.81,37,25,16
60.3,60.02,54.09,28.7,52,12,54
27.3,28.37,18.22,12.19,31,22,33
3.79,3.48,21.39,29.88,1,15,12
49.22,50.51,24.17,6.32,37,33,12
43.83,54.2,30.19,12.9,44,7,24
15.35,8.71,19.48,29.15,3,21,15
50.41,58.85,22.1,10.95,46,26,46
42.66,57.71,26.67,4.61,41,11,31
40.4,40.12,34.76,24.02,50,19,34
4.58,5.31,17.63,28.69,1,22,20
43.32,59.87,38.48,5.86,37,36,51
37.32,40.79,25.15,8.96,40,20,40
4.89,27.73,8.08,11.21,24,7,5
40.71,52.46,30.58,7.65,40,31,29
55.4,59.33,29.48,10.52,46,30,40
34.2,44.88,22.3,9.48,36,16,34
48.35,46.65,39,20.15,45,16,48
21.91,35.3,22.64,4.95,41,7,29
59.47,63.15,38.12,12.8,34,16,33
8.81,8.74,8.62,15.49,13,10,6
35.91,42.57,27.12,4.55,43,19,28
6.66,4.61,9.96,13.86,13,9,7
7.1,15.16,7.43,12.96,25,8,12
53.24,33.24,19.92,4.89,19,17,17
12.25,23.64,5.7,7.51,13,8,18
10,48.02,20.67,3.68,28,26,7
10,36.83,40.24,23.47,37,19,52
3.29,3.66,7.57,17.04,2,12,3
40.54,48.8,38.16,10.15,44,35,18
7.57,19.43,7.79,9.31,27,9,7
10.84,34.33,3.63,3.44,13,3,4
39.35,42.65,15.38,13.79,24,15,25
39.93,42.34,32.23,11.27,47,28,31
4.61,11.85,6.68,8.25,16,9,22
23.84,24.5,10.95,9.93,11,13,9
2.92,28.39,5.21,12.3,11,7,8
7.33,10.6,7.16,16.88,5,5,8
45.76,55.37,40.32,16,46,28,47
5.2,24.46,4.61,7.01,15,6,6
51.24,57.61,46.74,16.67,50,23,35
25.81,48.06,29.92,8.81,34,12,36
39.04,44.63,32.19,15.13,49,11,39
9.03,15.84,5.2,5.78,20,7,13
22.31,8.18,24.97,35.03,1,26,28
56.77,50.29,24.15,11.48,42,28,43
42.51,36.53,15.36,9.53,30,21,14
33.64,41.17,16.02,10.47,35,18,17
12.74,4.04,7.48,8.51,17,6,12
29.68,35.82,24.76,13.56,37,16,29
44.5,50.79,23.63,9.02,39,13,34
42.56,41.05,18.81,14.73,22,23,12
39.12,50.57,30.68,8.77,42,24,39
53.63,44.52,40.82,18.84,25,19,41
4.26,9.01,29.62,13.21,12,16,15
3.88,9.45,3.2,12.29,8,6,5
48.09,49.42,16.33,6.36,29,18,21
47.4,45.9,36.03,10.05,41,49,14
54.5,55.89,37.45,20.25,48,16,34
3.48,4.09,22.45,27.08,2,12,19
21.31,29.68,14.24,11.27,30,15,20
9.3,7.65,9.66,14.32,16,10,18
6.44,4.5,11.84,23.24,5,13,7
56.25,42.46,40.6,24.84,37,49,17
13.38,8,6.36,18.56,21,11,8
57.11,56.18,46.38,13.71,47,32,44
56.38,46.68,29.5,24.37,35,41,39
43.71,26.8,36.03,9.34,43,25,12
6.91,19.5,5.5,10.44,25,7,22
7.86,7.15,20,30.65,3,24,13
30.3,48.44,16.41,9.12,27,16,36
6.66,6.46,9.41,16.92,7,9,10
7.56,11.2,7.61,11.11,15,7,7
41.76,39.08,29.54,12.44,37,41,19
47.49,52.25,41.11,7.81,52,44,34
17.04,25.79,4.16,11.79,8,4,8
6.15,7.95,6.99,11.47,11,11,7
10.71,17.19,10.63,18.06,7,12,12
30.86,20.83,6.19,9.34,17,14,11
42.9,54.67,38.45,22.82,41,20,36
25.2,30.96,17.07,8.46,31,8,23
41.14,54.29,20.4,3.38,27,11,19
32.15,36.07,27.43,23.15,45,26,25
2.78,4.09,13.38,23,1,15,13
36.65,42.96,24.58,11.68,33,11,43
12.9,11.98,10.59,13.97,26,11,14
3.55,3.88,11.88,19.53,3,10,7
5.43,7.53,6.04,11.32,3,13,9
42.83,63.62,37.15,9.13,43,30,49
42.23,56.71,39.46,7.35,46,28,29
8.83,21.48,6.56,10.95,31,8,13
2.92,23.52,7.82,14.5,3,7,6
8.24,8.82,10.62,12.36,19,8,7
48.45,45.16,29.3,14.59,35,38,46
3.21,5.94,7.67,11.05,3,9,4
11.13,8.99,14.9,21.04,4,18,15
48.67,52.51,46.92,22.25,48,27,51
3.33,31.59,5.62,11.15,11,5,15
27.01,19.19,21.26,10.97,30,15,21
34.47,41.8,25.67,13.22,35,23,32
11.19,10.23,6.79,11.5,22,15,13
9.61,12.79,10.66,9.94,14,10,10
48.6,56.19,48.05,29.22,56,32,26
41.66,44.22,34.11,11.55,45,24,28
6.93,19.5,7.31,6.39,24,10,8
46.2,57.31,24.86,7.3,39,26,32
33.14,46.56,26.33,6.33,37,12,30
7.78,14.37,6.72,11.25,20,7,7
38.66,41.71,43.73,20.16,46,33,41
7.53,13.64,6.68,8.08,20,7,16
47.53,55.81,44.94,31.3,49,41,45
9.57,8.65,14.74,24,3,15,7
23.68,40.47,16.81,5.15,30,13,37
12.84,36.63,10.32,8.39,31,9,30
50.53,48.62,18.95,9.3,20,17,37
40.96,44.1,19.65,6.78,35,20,25
43.46,46.42,20.95,10.67,27,17,24
56.04,57.67,31.05,3.73,29,16,43
22.86,26.54,23.55,22.58,24,24,27
49.79,63.35,32.25,20.25,37,31,24
6.01,8.07,5.86,11.41,5,9,18
4.5,5.86,8.92,15.21,3,10,7
56.17,45.57,31.18,11.25,38,38,20
31.9,54.56,27.65,4.43,29,9,30
38.25,48.36,25.86,5.09,34,35,44
14.99,6.94,14.58,21.89,4,14,7
7.56,10.85,11.13,13.89,4,9,10
60.98,49.69,34.53,4.01,43,13,38
16.87,22.05,14.9,23.32,11,19,19
44.46,44.38,23,12.54,33,23,14
35.53,41.41,17.02,12.27,38,16,27
12.39,23.83,7.59,18.77,22,16,33
45.05,47.01,30.96,25.02,50,26,34
1.4,5.68,10.37,24.03,1,15,6
48.75,52.41,21.53,4.82,30,24,10
36.11,53.47,46.04,23.25,48,43,39
34.6,46.09,24.32,4.97,39,24,30
43.38,43.84,29.96,6.99,44,16,36
45.7,37.25,24.8,2.85,34,24,46
38.85,60.57,37.48,13.04,33,9,34
11.7,28.63,3.57,13.92,21,19,15
40.47,50.52,23.23,4.44,37,14,34
41.82,41.87,33.92,13.37,45,32,38
26.51,36.37,21.67,18.57,40,19,25
3.83,13.78,9.26,12.14,3,22,31
49.86,47.22,30.58,14.81,42,38,14
53.42,58,35.06,10.47,39,25,50
30.79,38.13,18.84,9.11,34,13,23
38.19,34.72,25.99,14.09,37,20,31
39.4,44.63,22.81,10.83,43,15,30
43.78,44.99,39.97,24,50,26,22
44.54,56.04,36.25,15.8,52,27,40
6.27,16.9,9.11,12.98,6,14,10
34,38.15,16.56,9.72,34,11,19
5.81,17.06,10.47,9.02,7,7,8
5.27,8.77,5.92,6.32,10,10,6
10.35,7.03,11.54,19.29,15,11,16
11.92,7.15,21.31,26.29,2,21,15
2.77,5.18,10.39,13.73,5,14,17
50.45,49.96,38.17,6.92,38,22,54
47.78,44.35,26.46,7.13,34,34,23
20.04,18.28,21.51,24.58,5,24,24
29.69,13.94,5.51,8.55,12,11,4
6.16,13.15,6.48,12.78,11,7,6
61.51,56.26,37.61,16.72,41,19,32
26.69,33.65,13.06,10.35,33,13,18
34.49,42.69,27.97,11.53,38,26,25
31.86,37.57,18.91,10.8,27,11,21
3.66,5.79,3.54,13.96,7,12,5
38.33,55.61,29.16,3.39,44,23,48
4.24,3.84,9.91,22.7,2,18,8
6.3,7.55,9.27,20.19,13,12,7
3.6,10.25,6.97,13.13,4,5,10
26.45,34.14,25.51,16.07,34,20,33
45.95,65.94,33.93,25.71,30,23,11
26.05,38.33,13.07,8.11,37,14,22
49.6,55.5,36.43,19.35,42,40,15
10.4,10.08,14.17,15.96,14,10,16
10.61,5.63,10.93,19.98,3,11,14
34.54,38.17,19.68,13.84,35,23,15
31.9,38.58,12.86,8.45,26,22,15
21.97,25.47,17.96,9.09,31,16,10
8.95,8.36,9.66,11.96,11,11,10
48.52,57.87,39.19,24.56,55,38,36
4.25,4.94,6.55,10.74,18,8,11
20,15,25,19,30,22,25
35.55,59.5,34.68,13.05,46,25,48
8.03,6.16,11.79,16.31,5,14,8
51.73,55.75,26.4,9.82,37,29,33
45.78,50.72,43.79,19.44,53,32,45
56.78,57.1,33.55,5.2,42,17,47
5.21,7.74,7.6,14.36,4,6,10
14.45,51.58,9.67,5.51,19,12,13
7.65,11.95,8.49,10.44,19,11,16
7.35,4.43,8.94,13.43,10,11,5
54.6,46.6,26.92,11.33,41,41,12
34.93,42.82,25.81,7.53,37,17,36
45.74,50.38,13.17,5.34,34,29,41
8.48,29.44,7.34,7.35,20,7,18
6.8,9.62,5.69,7.83,11,6,7
32.67,44.08,22.79,8.5,43,17,30
11.93,7.42,14.46,18.01,6,16,9
3.06,6.66,5.32,12.77,8,7,14
7.3,3.83,12.97,20.23,3,11,11
23.93,50.36,17.94,12.41,36,17,23
52.15,51.53,25.99,6.54,34,36,17
24.24,27.51,24.77,20.03,31,21,26
10.65,10.77,12.93,18.66,4,15,16
49.08,61.09,34.07,7.06,39,39,47
46.62,55.23,38.65,20.85,50,23,32
35.71,46.54,28.56,14.91,43,25,38
6.55,6.09,9.73,16.16,9,10,16
8.65,18.51,6.57,8.36,23,8,17
8.24,13.42,15.71,12.36,8,22,19
31.69,46.09,28.11,9.48,42,19,43
46.68,49.44,27.17,6.81,36,25,38
37.02,53.71,23.82,3.84,46,11,12
13.23,14.39,12.47,14.77,14,13,18
53.55,57.87,40.19,20.6,50,42,37
7.47,6.31,12.65,21.18,6,17,9
51.53,39.84,26.11,14.38,33,18,16
2.84,3.5,6.2,17.01,4,7,7
47.68,52.31,22.66,21.39,49,28,15
42.8,47.65,16.66,4.64,21,13,40
9.26,30.98,8.54,15.84,21,14,11
50.45,53.54,25.81,11.05,35,43,26
